"date","value","avg1","avg5","avg10"
1855-02-15,-35,NA,NA,NA
1855-03-15,49,NA,NA,NA
1855-04-15,89,NA,NA,NA
1855-05-15,147,NA,NA,NA
1855-06-15,198,NA,NA,NA
1855-07-15,206,NA,NA,NA
1855-08-15,207,100,NA,NA
1855-09-15,153,98.0833333333333,NA,NA
1855-10-15,135,101,NA,NA
1855-11-15,43,101.75,NA,NA
1855-12-15,-58,102.583333333333,NA,NA
1856-01-15,2,100.666666666667,NA,NA
1856-02-15,29,100.75,NA,NA
1856-03-15,26,100,NA,NA
1856-04-15,124,98,NA,NA
1856-05-15,156,95.0833333333333,NA,NA
1856-06-15,208,99,NA,NA
1856-07-15,183,97.3333333333333,NA,NA
1856-08-15,208,92.75,NA,NA
1856-09-15,144,93.5833333333333,NA,NA
1856-10-15,111,92.4166666666667,NA,NA
1856-11-15,8,92.0833333333333,NA,NA
1856-12-15,-11,90.6666666666667,NA,NA
1857-01-15,-18,94.0833333333333,NA,NA
1857-02-15,-26,95,NA,NA
1857-03-15,36,97,NA,NA
1857-04-15,110,99.4166666666667,NA,NA
1857-05-15,152,100.916666666667,NA,NA
1857-06-15,191,103.166666666667,NA,NA
1857-07-15,224,102,NA,NA
1857-08-15,219,98.75,99.8833333333333,NA
1857-09-15,168,98.1666666666667,99.6166666666667,NA
1857-10-15,140,97.1666666666667,99.8,NA
1857-11-15,26,96.1666666666667,100.066666666667,NA
1857-12-15,16,98,99.95,NA
